Numero_Commande,Jour,Prix_Min_Article,Prix_Max_Article,Quantite_Article_Panier,Prix_Total_Panier
465,4,41.98079443091091,54.65410868915037,8,549.2529563546351
466,4,38.96784503997077,53.8175150144895,5,616.1389870154767
467,4,25.97461803912273,61.58738756622249,8,386.50915152096775
468,4,46.962510425669414,55.0192400741411,8,425.4247845906505
469,4,41.675417996520764,47.99894078925663,8,726.2666295715035
470,4,43.77520670647716,61.58519791646801,7,512.5309668769648
471,4,49.96825090023693,61.195593784155534,9,539.1774307563905
472,4,50.09158286189088,54.6972095976769,8,679.5183164851264
473,4,47.22953543421664,64.57222349369147,5,645.1859965252777
474,4,39.14386400745981,41.86405067283074,9,316.9351316932091
475,4,52.2953676814057,61.250238406941435,6,718.8189564590166
476,4,43.12391127770587,70.26993110872942,8,458.8855190464735
477,4,48.171836463030175,67.0151970144418,8,791.4383777460025
478,4,41.69484846951153,44.06209541175383,7,663.8383608551641
479,4,52.22657926966807,74.49152835134596,8,558.2779563079982
480,4,29.064204334140065,60.47894383997634,9,710.4643049320056
481,4,38.56159447360076,69.80971393745692,7,652.2116043700267
482,4,46.74099847591818,72.8830816137433,8,484.7246718429011
483,4,44.78233142176325,46.42450136409114,9,605.222583845635
484,4,14.825045407817868,47.99565994352245,8,611.4403786229057
485,4,50.467458019740306,55.18382681420666,7,556.531517053646
486,4,32.14349333274384,65.94044695710964,8,441.72138115838834
487,4,43.20212322717649,63.87132112618878,7,480.386946925411
488,4,57.55300284622462,66.70173418702726,7,489.0329510556563
489,4,23.90070881618541,56.951537457871666,6,405.86966753948354
490,4,17.665422544906722,41.708723383419134,7,673.7006779893848
491,4,22.403059921855917,35.902370323189686,7,827.9268798377823
492,4,50.06792604025209,60.53957574691959,6,320.0013136578562
493,4,36.31431058022768,40.46324477189701,8,766.9563034859684
494,4,64.27684215440652,72.62860701894535,6,843.1611898097076
495,4,27.129465043809514,50.515714030517415,8,688.1868559062374
496,4,39.03660552480868,49.41208614813675,8,534.5151435392675
497,4,47.03278314831561,50.329336955419635,5,516.8286211427535
498,4,31.22580687285667,82.37169727658525,8,613.3713986774007
499,4,51.84735367889742,53.65583457125864,7,444.7204139147865
500,4,28.734287923136012,56.28798493954169,7,611.5153538077377
501,5,26.18175197797148,27.019289640988415,8,580.218167718645
502,5,34.29953619629276,39.49670760356352,8,727.8936055867362
503,5,28.874031041837146,66.637314781279,8,360.5550507398869
504,5,30.190796199525526,33.047570518645514,8,484.9206462833646
505,5,25.174339926011115,47.739755153074164,7,652.0119697155988
506,5,45.792714976394485,48.07133760386458,6,469.36054732900635
507,5,39.52217646244114,42.84584384638594,7,301.13287927371107
508,5,24.279038282616938,62.21506758832002,9,474.1561293983738
509,5,36.49734499299434,66.74310949951911,7,394.49181021877524
510,5,36.92788053846816,65.14381702807054,8,461.2591941027735
511,5,56.7056156890492,61.25421340372433,7,523.7173594969775
512,5,40.246223282295,44.02403330334636,5,609.5924732727499
513,5,41.682828430176315,47.638840809164435,8,263.8707887200109
514,5,53.9681836271426,72.66938079304637,6,560.596124873253
515,5,55.058914309499464,60.56130022213053,7,580.9947049028924
516,5,61.741082981104654,82.18485190790784,7,582.1490379220148
517,5,38.77786059459737,45.41885217878107,6,419.0606412077701
518,5,35.523535231853025,49.531933147235634,6,833.1112657765965
519,5,34.41465151484811,50.909101627429465,7,764.46865287144
520,5,23.715405704489093,55.33848412664591,8,489.7991253750921
521,5,37.4374316411918,45.97592490741612,7,535.1247182341257
522,5,38.84785831485506,45.66444299389387,9,445.84846488214924
523,5,68.36429110067141,74.83567028555582,5,456.00622069434564
524,5,38.283342217770134,38.83457483713721,8,300.7245111389691
525,5,52.236122207749744,60.92148894388656,6,607.0161576170927
526,5,23.054693493550822,46.70648993060179,6,579.7979082378606
527,5,71.50505021863725,82.49150469419693,7,701.4442128616661
528,5,36.012991080187795,64.29453439892995,7,609.5599525323431
529,5,50.15217047980569,60.2746219320891,7,738.131618808409
530,5,33.5308760221878,45.541508952547204,7,499.79127513067033
531,5,30.53695907068066,45.97315213023657,8,606.0504956160136
532,5,34.50374640888947,45.27958260308737,8,308.27313045982294
533,5,38.745530470950165,49.11549405671361,7,714.3165347600869
534,5,35.694990650973324,38.00757081840196,8,591.211132338183
535,5,37.17585323564916,43.73538905899437,9,524.4157716941127
536,5,62.66508311466153,64.16430952321218,8,760.100331959351
537,5,40.36102373154861,47.17288468858398,7,787.8814154648045
538,5,50.360200037365225,55.5733700786423,7,565.2313944147152
539,5,28.62635772045592,51.346556212022314,7,252.15623832314782
540,5,49.494634777871966,70.26780392911903,6,453.10091179750873
541,5,41.88788479316926,43.53396352427279,5,442.8982349619323
542,5,61.17270083881339,73.15680532878713,5,451.07344839669855
543,5,47.036556208630564,71.69085124159665,7,809.5742992938201
544,5,53.08628123212891,65.49673655758772,6,647.2504951990204
545,5,39.222636535198006,52.586247052868416,9,344.2801439736151
546,5,34.81852294931696,47.77934459548559,6,528.3868980993766
547,5,38.87624082048136,41.57343721287717,5,501.8856730170863
548,5,49.23509745243437,61.128827514061015,6,504.81330246372283
549,5,49.286010181229784,86.89468579234415,9,493.7917053686472
550,5,33.04172028863224,39.74489808985152,5,489.48905500327834
551,5,25.77091140513474,48.679616100869396,6,617.1697974314247
552,5,30.452909387433433,40.724936459340256,9,553.587807735382
553,5,58.26506276864124,61.806372269753986,6,577.3124765241741
554,5,33.22949792869708,35.4227874463099,7,693.3041688327055
555,5,41.147504510475564,66.86959380120673,8,425.47773886049356
556,5,51.55030265215126,60.036496770821536,6,543.8227964651483
557,5,45.93294295707315,59.828060774364516,7,495.1607594333368
558,5,19.157438833868262,76.74908967082627,8,558.6079549773121
559,5,40.706353517485184,57.24059934453577,6,732.3156425153073
560,5,47.02337396878902,53.99928344744144,7,366.9852624620972
561,5,36.08895303186799,50.638685006577255,6,574.2921427639698
562,5,37.85232757894019,64.18806053475492,8,714.6949784599439
563,5,70.99523108373361,78.57370898719068,6,484.1985197082075
564,5,31.441130456646743,74.97136255563483,8,639.5258775888394
565,5,21.58481557782632,57.006312394282624,9,636.7408058411982
566,5,44.61147089393816,44.66619586946089,7,514.032530451323
567,5,45.31908445883889,75.87747641075991,6,446.0196014444649
568,5,39.28757859147106,43.094640182960525,6,546.4764137084055
569,5,35.06216998731329,60.59878987052144,7,489.9291621330859
570,5,53.31163062302453,57.094398176122596,6,329.2722417537799
571,5,41.52921935232479,61.4277717647399,6,874.1781781571945
572,5,40.02307176435876,79.72974000167893,6,691.8111573883432
573,5,35.10067669913836,41.276744105835974,6,631.0997686009433
574,5,36.60438698475936,77.79908370789988,7,484.5704380159502
575,5,57.325031114878826,59.54677875490783,6,698.8557168497337
576,5,34.46299798331701,56.92335210986845,6,448.50420939602174
577,5,46.209790961738726,73.52366658832378,6,539.0719160741892
578,5,54.997889692111336,68.02319582041403,8,497.539986243195
579,5,49.37126337710847,53.15461804204986,8,435.325958544371
580,5,52.80715611060643,67.04401685313215,7,817.7062930833251
581,5,51.84937010723895,61.17323217406656,5,471.7575626986451
582,5,39.89284820356097,63.73961960833891,8,611.9727148102884
583,5,38.07441611420794,62.3823311958421,8,740.9439734882533
584,5,17.543925058212647,60.985783190208245,8,323.71797476529053
585,5,36.445718431145764,49.64706580039657,8,273.5833756228144
586,5,34.22494039310167,79.50731612360127,6,454.2730682260997
587,5,47.23574255896844,68.35802520585247,7,670.1404163109539
588,5,44.68050023664868,65.83979890150982,6,811.474954201192
589,5,32.12552034206344,46.02597100178732,7,366.3109192875696
590,5,48.80471881649211,49.511161173178515,6,606.083452062448
591,5,44.27836538644838,62.77820859659888,9,516.6427848941013
592,5,54.83189652602707,77.3740206020953,6,438.8739979805832
593,5,39.23169071914684,62.27177493780419,7,624.6463542223571
594,5,60.01936132658556,66.3164393176946,8,586.2890809337362
595,5,28.12446620830118,65.44922222574317,7,699.2537279571436
596,5,36.33969029300724,45.210362042273665,6,743.9574520254268
597,5,56.68778282564279,65.76635241036747,7,494.4382574263709
598,5,37.69460296272682,47.20190017519321,9,333.64273564124534
599,5,25.05701327349019,71.09661224378183,6,569.6535301975981
600,5,60.284513690979196,68.92675106733118,9,592.9783134529475
601,6,36.691986059284545,57.93616614281027,7,642.1048267996514
602,6,53.999706414732685,55.447619940327,7,542.3516611142533
603,6,30.758303140297667,31.693778951357626,8,479.9886411260418
604,6,40.29958729467021,46.13018225537608,6,625.4605528156073
605,6,35.19860939063963,43.39469670867448,6,560.6661397333553
606,6,55.239236492121854,80.23698023372478,7,364.7385946644467
607,6,28.990412717343048,49.70565605570834,7,342.26464500054044
608,6,26.01525338045289,36.11355968847229,9,671.3190466186783
609,6,55.7409370698536,59.21385499364929,8,660.325249696805
610,6,46.56634121198159,62.3449538640214,8,393.50618543143446
611,6,16.211259410054605,37.10787905265954,6,417.98817174709933
612,6,39.64667696560099,53.88969999633418,7,665.2115007296604
613,6,31.08875713693773,47.927209273244785,7,632.079820074959
614,6,43.9744240320871,56.55271917790734,7,437.0627720956239
615,6,47.177009303615954,47.90665885112055,9,417.9969189648442
616,6,13.631573227019356,32.57123552510404,8,408.5509251979435
617,6,38.835899128280715,44.463589335114406,5,683.6152161281773
618,6,36.7356058168208,52.0398394671517,8,455.77185426311
619,6,24.412360424950098,24.669975099624835,6,676.1993211365887
620,6,71.26708551533684,73.19642461400257,7,606.0721391490691
621,6,27.796960164950935,64.0450116748362,7,698.9158832867306
622,6,34.49714937186957,48.76325605069783,8,525.6463311611686
623,6,35.18190349644955,47.03471889793959,9,623.5104141758449
624,6,50.74327667256207,69.40657821555104,7,571.4311965086783
625,6,33.76878956855468,73.33634161668418,7,502.93867259308905
626,6,37.95455084533436,43.51676279893911,7,612.22789280839
627,6,36.0761543194113,49.057461499259986,7,721.8419667144731
628,6,51.0848852760615,71.02078389333727,8,950.4640417270934
629,6,28.927479522171183,34.91499281964695,6,933.3295205410474
630,6,52.400939622349505,62.586524646138024,7,515.6404007915678
631,6,41.01344444112502,63.11353935136138,7,732.2354093906038
632,6,22.925394206261323,36.15971481434583,8,598.6583064274007
633,6,50.35686350245429,59.8070804843493,8,821.4367986290753
634,6,23.809632558881198,37.90431363625117,9,610.9196090598697
635,6,33.67801206003962,57.85833462381503,7,721.823153279054
636,6,41.75548281364135,53.855711745366875,5,625.2126718635401
637,6,36.016192534919426,51.02422696591464,8,599.392841624205
638,6,22.264832817367065,59.29605746485727,9,317.2428083885418
639,6,47.977381745761065,52.03899584307085,7,482.00607801299094
640,6,30.52753040727901,53.668440902766974,8,372.9924883812815
641,6,26.403441266645427,41.36430365174587,7,670.6258209598154
642,6,39.281999473290995,44.28575798714565,6,289.3756065099258
643,6,43.33323648989465,49.18415481200813,7,517.8625394672306
644,6,24.250947928027752,39.72032849103982,8,339.3568989402474
645,6,23.79493719357128,43.704537862631156,8,590.0054404064481
646,6,64.5775930280208,68.18611336769925,9,540.3726742703993
647,6,45.88938707910181,78.51148041806042,7,635.9850115900922
648,6,51.82304988572226,71.87559122277685,8,380.83228260366343
649,6,42.33488952034445,51.37575116199186,8,442.40781018559926
650,6,22.815348100505872,44.557377464321995,6,413.93767695367325
651,6,24.974882161209703,48.44667255495047,8,367.7863764435036
652,6,34.680906475880384,47.84068656865066,9,578.4536165159309
653,6,29.096749964482676,40.18219022623037,6,840.3293797849959
654,6,29.58835838144141,30.15035477510327,7,397.52919853347424
655,6,50.33494759100966,63.603065804032646,6,566.1861084940514
656,6,51.22263575738585,52.018431691155676,9,439.09483881988893
657,6,46.301244942511474,48.74051674696691,4,427.70107182649696
658,6,45.497010103867474,68.57049482484638,7,384.8063212266051
659,6,48.707012205012184,68.3452705747682,7,712.0102001501675
660,6,38.95452623467635,46.048546778994144,6,245.28245679706592
661,6,43.95966083630836,48.45082770548763,8,438.71631807814487
662,6,38.62331791587964,61.27946122887562,8,821.5839032292862
663,6,28.924282420766524,33.16295076829928,7,645.94558575151
664,6,36.60320987561133,56.802452111994164,7,468.7799371784663
665,6,47.12373387084034,49.0192592535944,5,462.39459672976784
666,6,49.78825205953085,75.04912478978238,7,744.3008029293392
667,6,25.968572419938994,48.170773333253294,7,502.657066726997
668,6,38.888450907304176,64.03747456162888,7,694.4040058212076
669,6,22.941731078611777,43.237022790078015,8,616.4018992733685
670,6,43.72194147704367,46.515496168149056,5,503.24566649659664
671,6,48.424912207057815,75.10307736883462,9,774.5514331530077
672,6,45.525390033287465,72.26275462288129,7,320.5920120353337
673,6,33.997805418173115,47.801263005205946,4,659.9293762022185
674,6,32.697672389908014,37.609776901233005,8,450.3805269598049
675,6,39.46443806616969,73.66679463550558,8,707.3005851811272
676,6,23.21142424533351,49.00010949716183,8,705.2765304411795
677,6,45.25798774354334,54.927862812945094,8,788.2598649313566
678,6,58.766301137624225,66.22430543840346,6,551.1674673158428
679,6,44.68540210070018,60.41313428625858,7,649.9274431667982
680,6,44.53536396701269,45.146101632957205,6,508.354163770274
681,6,43.169516216360925,57.09276901356441,8,805.9331171623417
682,6,43.13884050401532,45.845083089223806,6,379.8678293792146
683,6,41.408290495141685,60.59121029599876,7,283.71716634194433
684,6,38.44271020799966,49.19911523323773,7,724.331424827305
685,6,27.7729253237096,43.63127194510789,6,731.2429937613786
686,6,35.07427676828131,41.09343500914531,8,665.6772467484642
687,6,29.03234352864599,39.714897263499665,6,157.4686066236015
688,6,33.74636088315128,48.1171877008037,6,810.9271143449399
689,6,41.933949289563856,54.947326339600636,6,493.14217107130014
690,6,22.183317653454868,45.68911486156363,6,424.06346469850007
691,6,50.17694983241431,61.119953124706456,7,646.2437246159596
692,6,45.38141737018073,59.68584237932961,6,517.0027152161323
693,6,44.728794390641596,61.24815288252403,5,332.90496875929534
694,6,53.74031725174093,85.0753706225569,7,628.1473351473109
695,6,48.078383679295726,66.7902103122854,7,610.6638143232395
696,6,30.663072713648926,54.366980133036314,7,566.8981932140177
697,6,46.03426458757315,48.75473323753751,8,536.0328359294623
698,6,28.203332508456267,55.435724328370675,6,594.3805539869486
699,6,54.560150428227146,72.00586120264748,8,808.1677535317051
700,6,29.594672774971574,68.9336695162824,7,644.2626662179714
